_id;missionId;split;promoName;missionLevel;missionType;missionSubType;slotId;timeLimit;spinsLimit;progressTotal;rewardCoins;rewardGems;rewardUP;rewardSlot;reels;lockHealth;creatures;minVersion;graphicType;bet;rewardStatusPoints;params;isHighRoller;customOrder;
;50046749;17;FeaturedSlot_Mummy_Android_17;44;winCoins;0;Mummy;0;0;3000000000;1250000;3;1;;[];[];[];1.60.0;2;2000000;1;[];0;0;
;50046750;17;FeaturedSlot_Mummy_Android_17;47;doSpins;0;Mummy;0;0;175;5000000;3;1;;[];[];[];1.60.0;0;2000000;1;[];0;0;
;50046751;17;FeaturedSlot_Mummy_Android_17;48;doSpins;0;Mummy;0;0;205;5000000;3;1;;[];[];[];1.60.0;0;2000000;1;[];0;0;
;50046752;17;FeaturedSlot_Mummy_Android_17;49;doSpins;0;Mummy;0;0;205;5000000;3;1;;[];[];[];1.60.0;0;2000000;1;[];0;0;
;50046753;17;FeaturedSlot_Mummy_Android_17;50;winCoins;0;Mummy;0;0;2200000000;1250000;3;1;;[];[];[];1.60.0;0;2000000;1;[];0;0;
;50046754;17;FeaturedSlot_Mummy_Android_17;51;doSpins;0;Mummy;0;0;175;12500000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046755;17;FeaturedSlot_Mummy_Android_17;52;winCoins;0;Mummy;0;0;1100000000;1250000;3;1;;[];[];[];1.60.0;2;5000000;1;[];0;0;
;50046756;17;FeaturedSlot_Mummy_Android_17;53;doSpins;0;Mummy;0;0;175;12500000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046757;17;FeaturedSlot_Mummy_Android_17;54;doSpins;0;Mummy;0;0;185;12500000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046758;17;FeaturedSlot_Mummy_Android_17;55;winCoins;0;Mummy;0;0;440000000;1250000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046759;17;FeaturedSlot_Mummy_Android_17;56;winCoins;0;Mummy;0;0;820000000;10000000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046760;17;FeaturedSlot_Mummy_Android_17;57;winCoins;0;Mummy;0;0;330000000;1250000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046761;17;FeaturedSlot_Mummy_Android_17;58;doSpins;0;Mummy;0;0;185;12500000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046762;17;FeaturedSlot_Mummy_Android_17;59;winCoins;0;Mummy;0;0;370000000;1250000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046763;17;FeaturedSlot_Mummy_Android_17;60;doSpins;0;Mummy;0;0;205;12500000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046764;17;FeaturedSlot_Mummy_Android_17;61;doSpins;0;Mummy;0;0;185;12500000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046765;17;FeaturedSlot_Mummy_Android_17;62;winCoins;0;Mummy;0;0;860000000;1250000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046766;17;FeaturedSlot_Mummy_Android_17;63;doSpins;0;Mummy;0;0;185;12500000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046767;17;FeaturedSlot_Mummy_Android_17;64;winCoins;0;Mummy;0;0;1100000000;1250000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046768;17;FeaturedSlot_Mummy_Android_17;66;winCoins;0;Mummy;0;0;660000000;1250000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046769;17;FeaturedSlot_Mummy_Android_17;67;winCoins;0;Mummy;0;0;2700000000;1250000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046770;17;FeaturedSlot_Mummy_Android_17;68;winCoins;0;Mummy;0;0;1000000000;1250000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046771;17;FeaturedSlot_Mummy_Android_17;69;winCoins;0;Mummy;0;0;1100000000;1250000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046772;17;FeaturedSlot_Mummy_Android_17;70;winCoins;0;Mummy;0;0;5900000000;1250000;3;1;;[];[];[];1.60.0;2;5000000;1;[];0;0;
;50046773;17;FeaturedSlot_Mummy_Android_17;73;doSpins;0;Mummy;0;0;185;12500000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046774;17;FeaturedSlot_Mummy_Android_17;74;winCoins;0;Mummy;0;0;2300000000;1250000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046775;17;FeaturedSlot_Mummy_Android_17;75;doSpins;0;Mummy;0;0;175;12500000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046776;17;FeaturedSlot_Mummy_Android_17;76;doSpins;0;Mummy;0;0;185;12500000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046777;17;FeaturedSlot_Mummy_Android_17;77;winCoins;0;Mummy;0;0;3900000000;1250000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046778;17;FeaturedSlot_Mummy_Android_17;78;doSpins;0;Mummy;0;0;185;12500000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046779;17;FeaturedSlot_Mummy_Android_17;79;doSpins;0;Mummy;0;0;205;10000000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046780;17;FeaturedSlot_Mummy_Android_17;81;doSpins;0;Mummy;0;0;185;12500000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046781;17;FeaturedSlot_Mummy_Android_17;82;winCoins;0;Mummy;0;0;5800000000;1250000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046782;17;FeaturedSlot_Mummy_Android_17;83;winCoins;0;Mummy;0;0;2600000000;1250000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046783;17;FeaturedSlot_Mummy_Android_17;84;doSpins;0;Mummy;0;0;175;12500000;3;1;;[];[];[];1.60.0;0;5000000;1;[];0;0;
;50046784;17;FeaturedSlot_Mummy_Android_17;85;winCoins;0;Mummy;0;0;3800000000;1250000;3;1;;[];[];[];1.60.0;2;5000000;1;[];0;0;
;50046785;17;FeaturedSlot_Mummy_Android_17;88;winCoins;0;Mummy;0;0;1200000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046786;17;FeaturedSlot_Mummy_Android_17;89;doSpins;0;Mummy;0;0;205;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046787;17;FeaturedSlot_Mummy_Android_17;90;doSpins;0;Mummy;0;0;205;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046788;17;FeaturedSlot_Mummy_Android_17;91;winCoins;0;Mummy;0;0;1700000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046789;17;FeaturedSlot_Mummy_Android_17;92;doSpins;0;Mummy;0;0;205;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046790;17;FeaturedSlot_Mummy_Android_17;93;doSpins;0;Mummy;0;0;205;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046791;17;FeaturedSlot_Mummy_Android_17;94;doSpins;0;Mummy;0;0;175;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046792;17;FeaturedSlot_Mummy_Android_17;95;winCoins;0;Mummy;0;0;1700000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046793;17;FeaturedSlot_Mummy_Android_17;97;winCoins;0;Mummy;0;0;4200000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046794;17;FeaturedSlot_Mummy_Android_17;98;doSpins;0;Mummy;0;0;185;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046795;17;FeaturedSlot_Mummy_Android_17;99;winCoins;0;Mummy;0;0;2600000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046796;17;FeaturedSlot_Mummy_Android_17;100;winCoins;0;Mummy;0;0;6900000000;1250000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046797;17;FeaturedSlot_Mummy_Android_17;103;winCoins;0;Mummy;0;0;7700000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046798;17;FeaturedSlot_Mummy_Android_17;104;doSpins;0;Mummy;0;0;145;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046799;17;FeaturedSlot_Mummy_Android_17;105;doSpins;0;Mummy;0;0;205;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046800;17;FeaturedSlot_Mummy_Android_17;106;winCoins;0;Mummy;0;0;5700000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046801;17;FeaturedSlot_Mummy_Android_17;107;doSpins;0;Mummy;0;0;205;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046802;17;FeaturedSlot_Mummy_Android_17;108;doSpins;0;Mummy;0;0;205;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046803;17;FeaturedSlot_Mummy_Android_17;109;doSpins;0;Mummy;0;0;165;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046804;17;FeaturedSlot_Mummy_Android_17;110;winCoins;0;Mummy;0;0;3200000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046805;17;FeaturedSlot_Mummy_Android_17;112;winCoins;0;Mummy;0;0;8300000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046806;17;FeaturedSlot_Mummy_Android_17;113;doSpins;0;Mummy;0;0;170;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046807;17;FeaturedSlot_Mummy_Android_17;114;winCoins;0;Mummy;0;0;7100000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046808;17;FeaturedSlot_Mummy_Android_17;115;winCoins;0;Mummy;0;0;7100000000;1250000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046809;17;FeaturedSlot_Mummy_Android_17;118;doSpins;0;Mummy;0;0;205;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046810;17;FeaturedSlot_Mummy_Android_17;119;winCoins;0;Mummy;0;0;9600000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046811;17;FeaturedSlot_Mummy_Android_17;120;doSpins;0;Mummy;0;0;165;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046812;17;FeaturedSlot_Mummy_Android_17;121;doSpins;0;Mummy;0;0;175;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046813;17;FeaturedSlot_Mummy_Android_17;122;winCoins;0;Mummy;0;0;6200000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046814;17;FeaturedSlot_Mummy_Android_17;123;doSpins;0;Mummy;0;0;175;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046815;17;FeaturedSlot_Mummy_Android_17;124;winCoins;0;Mummy;0;0;6200000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046816;17;FeaturedSlot_Mummy_Android_17;125;doSpins;0;Mummy;0;0;175;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046817;17;FeaturedSlot_Mummy_Android_17;126;winCoins;0;Mummy;0;0;5100000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046818;17;FeaturedSlot_Mummy_Android_17;128;doSpins;0;Mummy;0;0;205;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046819;17;FeaturedSlot_Mummy_Android_17;129;winCoins;0;Mummy;0;0;4000000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046820;17;FeaturedSlot_Mummy_Android_17;130;winCoins;0;Mummy;0;0;7200000000;1250000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046821;17;FeaturedSlot_Mummy_Android_17;133;winCoins;0;Mummy;0;0;6600000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046822;17;FeaturedSlot_Mummy_Android_17;134;doSpins;0;Mummy;0;0;175;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046823;17;FeaturedSlot_Mummy_Android_17;135;doSpins;0;Mummy;0;0;185;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046824;17;FeaturedSlot_Mummy_Android_17;136;winCoins;0;Mummy;0;0;4200000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046825;17;FeaturedSlot_Mummy_Android_17;137;doSpins;0;Mummy;0;0;205;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046826;17;FeaturedSlot_Mummy_Android_17;138;winCoins;0;Mummy;0;0;6200000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046827;17;FeaturedSlot_Mummy_Android_17;139;doSpins;0;Mummy;0;0;185;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046828;17;FeaturedSlot_Mummy_Android_17;140;winCoins;0;Mummy;0;0;5000000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046829;17;FeaturedSlot_Mummy_Android_17;141;doSpins;0;Mummy;0;0;170;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046830;17;FeaturedSlot_Mummy_Android_17;143;doSpins;0;Mummy;0;0;165;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046831;17;FeaturedSlot_Mummy_Android_17;144;winCoins;0;Mummy;0;0;5500000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046832;17;FeaturedSlot_Mummy_Android_17;145;winCoins;0;Mummy;0;0;2500000000;1250000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046833;17;FeaturedSlot_Mummy_Android_17;148;winCoins;0;Mummy;0;0;9300000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046834;17;FeaturedSlot_Mummy_Android_17;149;doSpins;0;Mummy;0;0;185;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046835;17;FeaturedSlot_Mummy_Android_17;150;doSpins;0;Mummy;0;0;175;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046836;17;FeaturedSlot_Mummy_Android_17;151;winCoins;0;Mummy;0;0;3500000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046837;17;FeaturedSlot_Mummy_Android_17;152;doSpins;0;Mummy;0;0;180;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046838;17;FeaturedSlot_Mummy_Android_17;153;winCoins;0;Mummy;0;0;6600000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046839;17;FeaturedSlot_Mummy_Android_17;154;doSpins;0;Mummy;0;0;175;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046840;17;FeaturedSlot_Mummy_Android_17;155;winCoins;0;Mummy;0;0;4900000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046841;17;FeaturedSlot_Mummy_Android_17;156;doSpins;0;Mummy;0;0;180;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046842;17;FeaturedSlot_Mummy_Android_17;158;doSpins;0;Mummy;0;0;165;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046843;17;FeaturedSlot_Mummy_Android_17;159;winCoins;0;Mummy;0;0;4300000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046844;17;FeaturedSlot_Mummy_Android_17;160;winCoins;0;Mummy;0;0;4000000000;1250000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046845;17;FeaturedSlot_Mummy_Android_17;163;winCoins;0;Mummy;0;0;6300000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046846;17;FeaturedSlot_Mummy_Android_17;164;doSpins;0;Mummy;0;0;180;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046847;17;FeaturedSlot_Mummy_Android_17;165;winCoins;0;Mummy;0;0;3100000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046848;17;FeaturedSlot_Mummy_Android_17;166;doSpins;0;Mummy;0;0;175;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046849;17;FeaturedSlot_Mummy_Android_17;167;doSpins;0;Mummy;0;0;205;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046850;17;FeaturedSlot_Mummy_Android_17;168;winCoins;0;Mummy;0;0;9700000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046851;17;FeaturedSlot_Mummy_Android_17;169;doSpins;0;Mummy;0;0;165;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046852;17;FeaturedSlot_Mummy_Android_17;170;doSpins;0;Mummy;0;0;205;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046853;17;FeaturedSlot_Mummy_Android_17;171;winCoins;0;Mummy;0;0;2500000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046854;17;FeaturedSlot_Mummy_Android_17;173;doSpins;0;Mummy;0;0;170;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046855;17;FeaturedSlot_Mummy_Android_17;174;winCoins;0;Mummy;0;0;2000000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046856;17;FeaturedSlot_Mummy_Android_17;175;winCoins;0;Mummy;0;0;1900000000;1250000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046857;17;FeaturedSlot_Mummy_Android_17;178;winCoins;0;Mummy;0;0;11000000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046858;17;FeaturedSlot_Mummy_Android_17;179;doSpins;0;Mummy;0;0;185;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046859;17;FeaturedSlot_Mummy_Android_17;180;winCoins;0;Mummy;0;0;3400000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046860;17;FeaturedSlot_Mummy_Android_17;181;doSpins;0;Mummy;0;0;180;15000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046861;17;FeaturedSlot_Mummy_Android_17;182;doSpins;0;Mummy;0;0;205;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046862;17;FeaturedSlot_Mummy_Android_17;183;winCoins;0;Mummy;0;0;7100000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046863;17;FeaturedSlot_Mummy_Android_17;184;doSpins;0;Mummy;0;0;180;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046864;17;FeaturedSlot_Mummy_Android_17;185;doSpins;0;Mummy;0;0;185;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046865;17;FeaturedSlot_Mummy_Android_17;186;doSpins;0;Mummy;0;0;165;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046866;17;FeaturedSlot_Mummy_Android_17;188;doSpins;0;Mummy;0;0;205;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046867;17;FeaturedSlot_Mummy_Android_17;189;winCoins;0;Mummy;0;0;2500000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046868;17;FeaturedSlot_Mummy_Android_17;190;winCoins;0;Mummy;0;0;4700000000;1250000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046869;17;FeaturedSlot_Mummy_Android_17;193;doSpins;0;Mummy;0;0;180;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046870;17;FeaturedSlot_Mummy_Android_17;194;winCoins;0;Mummy;0;0;4400000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046871;17;FeaturedSlot_Mummy_Android_17;195;winCoins;0;Mummy;0;0;3000000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046872;17;FeaturedSlot_Mummy_Android_17;196;doSpins;0;Mummy;0;0;175;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046873;17;FeaturedSlot_Mummy_Android_17;197;doSpins;0;Mummy;0;0;180;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046874;17;FeaturedSlot_Mummy_Android_17;198;winCoins;0;Mummy;0;0;11000000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046875;17;FeaturedSlot_Mummy_Android_17;199;doSpins;0;Mummy;0;0;180;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046876;17;FeaturedSlot_Mummy_Android_17;200;doSpins;0;Mummy;0;0;175;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046877;17;FeaturedSlot_Mummy_Android_17;201;winCoins;0;Mummy;0;0;5000000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046878;17;FeaturedSlot_Mummy_Android_17;203;doSpins;0;Mummy;0;0;185;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046879;17;FeaturedSlot_Mummy_Android_17;204;winCoins;0;Mummy;0;0;1200000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046880;17;FeaturedSlot_Mummy_Android_17;205;winCoins;0;Mummy;0;0;4900000000;1250000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046881;17;FeaturedSlot_Mummy_Android_17;208;doSpins;0;Mummy;0;0;165;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046882;17;FeaturedSlot_Mummy_Android_17;209;winCoins;0;Mummy;0;0;3500000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046883;17;FeaturedSlot_Mummy_Android_17;210;winCoins;0;Mummy;0;0;3700000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046884;17;FeaturedSlot_Mummy_Android_17;211;doSpins;0;Mummy;0;0;175;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046885;17;FeaturedSlot_Mummy_Android_17;212;doSpins;0;Mummy;0;0;205;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046886;17;FeaturedSlot_Mummy_Android_17;213;winCoins;0;Mummy;0;0;7600000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046887;17;FeaturedSlot_Mummy_Android_17;214;doSpins;0;Mummy;0;0;175;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046888;17;FeaturedSlot_Mummy_Android_17;215;doSpins;0;Mummy;0;0;185;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046889;17;FeaturedSlot_Mummy_Android_17;216;winCoins;0;Mummy;0;0;8000000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046890;17;FeaturedSlot_Mummy_Android_17;218;doSpins;0;Mummy;0;0;175;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046891;17;FeaturedSlot_Mummy_Android_17;219;winCoins;0;Mummy;0;0;2200000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046892;17;FeaturedSlot_Mummy_Android_17;220;winCoins;0;Mummy;0;0;5100000000;1250000;3;1;;[];[];[];1.60.0;2;10000000;1;[];0;0;
;50046893;17;FeaturedSlot_Mummy_Android_17;223;doSpins;0;Mummy;0;0;165;25000000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
;50046894;17;FeaturedSlot_Mummy_Android_17;224;winCoins;0;Mummy;0;0;14000000000;1250000;3;1;;[];[];[];1.60.0;0;10000000;1;[];0;0;
